Connections,Education,GPA,GradYear,Earnings
20,Vocational,1,1941,13100
1,Stem,2,1997,9800
14,Business,2,1941,10004
87,Vocational,2,1970,13200
60,Humanities,0,2008,20000
51,Professional,3,2007,11700
60,Humanities,3,1957,10300
42,Vocational,3,1997,13300
70,Business,3,1920,10307
91,Stem,0,1998,10000
35,Stem,3,1997,20300
21,Other,2,1907,941
40,Stem,4,2009,20400
61,Stem,0,1970,10000
12,Stem,1,1983,9900
20,Professional,1,1949,11900
7,Humanities,1,1909,10100
86,Other,2,1919,7896
73,Stem,1,1900,9900
0,Other,0,1954,500
91,Professional,2,1921,11800
83,Business,2,1907,10009
92,Business,3,1958,10306
74,Other,0,2000,5976
26,Professional,4,1947,11600
87,Humanities,2,1933,10200
93,Humanities,1,2018,20100
40,Business,1,1908,10106
55,Business,1,1922,10108
81,Vocational,2,1950,13200
29,Humanities,0,1972,10000
32,Vocational,4,1932,13400
7,Professional,1,2008,11900
72,Professional,4,1973,11600
6,Professional,3,1964,11700
45,Humanities,3,2011,20300
97,Business,0,1906,10004
15,Humanities,1,1948,10100
35,Other,1,1900,1725
40,Stem,3,1900,20300
69,Stem,1,1974,9900
64,Humanities,3,1966,10300
76,Humanities,2,2008,20200
73,Other,4,1924,5829
42,Humanities,3,1968,10300
64,Stem,4,1914,20400
7,Professional,1,1984,11900
43,Stem,3,1949,20300
69,Other,3,1951,5261
37,Vocational,3,1989,13300
50,Humanities,1,1970,10100
68,Stem,2,1983,9800
100,Other,4,2014,10500
66,Humanities,2,1911,10200
80,Humanities,1,2001,20100
72,Humanities,3,1982,10300
41,Vocational,3,1965,13300
86,Other,0,1999,7896
88,Business,4,1952,10403
62,Stem,2,1931,9800
23,Professional,3,2008,11700
73,Vocational,2,2020,13200
85,Other,2,1972,7725
25,Other,1,1917,1125
70,Stem,0,1912,10000
41,Stem,4,2019,20400
95,Vocational,2,1916,13200
74,Vocational,4,1992,13400
68,Stem,2,1977,9800
1,Business,0,2018,10009
16,Other,3,1904,756
77,Stem,3,1984,20300
88,Other,3,1944,8244
29,Professional,4,1915,11600
96,Business,1,1911,10002
47,Stem,0,1973,10000
80,Other,1,1911,6900
12,Vocational,0,1948,13000
75,Stem,4,1944,20400
1,Humanities,1,1927,10100
29,Business,3,1980,10309
70,Vocational,2,1932,13200
65,Humanities,0,1982,10000
86,Humanities,4,1981,10400
82,Vocational,0,1972,13000
57,Other,3,2004,3749
97,Professional,2,1994,11800
41,Professional,3,2002,11700
42,Stem,3,1975,20300
81,Vocational,4,2000,13400
56,Professional,1,2007,11900
57,Business,0,2005,10003
65,Vocational,4,1902,13400
16,Other,0,2019,756
55,Vocational,4,1941,13400
36,Stem,1,1944,9900
73,Professional,2,1997,11800
8,Other,0,1970,564
32,Other,0,1983,1524
61,Vocational,3,1948,13300
41,Other,0,1907,2181
61,Other,3,1927,4221
65,Humanities,2,2010,20200
71,Stem,4,1980,20400
17,Humanities,1,2001,20100
63,Business,3,1968,10305
31,Vocational,2,1923,13200
81,Other,2,2019,7061
71,Humanities,3,1978,10300
11,Other,4,2002,621
100,Vocational,4,1968,13400
28,Stem,1,1988,9900
66,Humanities,1,1943,10100
18,Stem,0,1902,10000
74,Humanities,3,1975,10300
65,Stem,0,1948,10000
49,Other,4,1989,2901
97,Business,1,1990,10108
43,Humanities,4,1910,10400
72,Humanities,1,2018,20100
31,Business,2,2010,10206
89,Professional,2,1927,11800
92,Business,2,2007,10003
25,Stem,2,1904,9800
20,Other,3,2006,900
38,Vocational,0,1964,13000
91,Professional,4,1968,11600
15,Other,1,1942,725
37,Other,1,1980,1869
55,Other,2,1995,3525
23,Professional,4,1942,11600
15,Stem,4,1901,20400
96,Business,4,1999,10007
53,Business,2,1935,10003
37,Vocational,4,1919,13400
30,Business,2,1927,10007
74,Vocational,0,1976,13000
17,Stem,0,1963,10000
74,Stem,4,1965,20400
79,Vocational,0,1974,13000
15,Vocational,2,2013,13200
16,Vocational,2,2002,13200
8,Vocational,1,1927,13100
89,Vocational,0,1985,13000
21,Professional,0,2007,12000
35,Other,2,1987,1725
32,Stem,3,1938,20300
94,Vocational,1,1900,13100
0,Professional,3,1993,11700
4,Stem,3,1921,20300
41,Business,1,1906,10104
63,Humanities,0,1933,10000
21,Vocational,2,1939,13200
55,Stem,0,1925,10000
82,Humanities,1,1941,10100
72,Business,0,1985,10006
40,Other,0,1929,2100
74,Professional,0,1911,12000
20,Vocational,3,2003,13300
85,Vocational,0,2011,13000
6,Stem,1,1999,9900
69,Business,1,2013,10005
13,Professional,4,1965,11600
88,Business,0,1985,10008
91,Vocational,2,1907,13200
97,Stem,0,1912,10000
16,Other,0,1902,756
14,Humanities,4,1978,10400
92,Vocational,0,1966,13000
81,Stem,4,1975,20400
83,Business,0,1926,10007
58,Professional,3,1945,11700
32,Stem,1,1940,9900
73,Other,4,1938,5829
7,Business,1,2012,10108
90,Stem,4,1972,20400
78,Other,3,1936,6584
18,Vocational,4,1910,13400
96,Vocational,3,1928,13300
45,Other,4,1937,2525
27,Vocational,4,1904,13400
72,Vocational,1,2003,13100
78,Vocational,0,1922,13000
12,Business,0,1994,10005
1,Business,4,1950,10405
36,Other,3,1991,1796
4,Business,1,1909,10004
37,Business,0,1988,10009
90,Other,0,1985,8600
81,Vocational,3,1999,13300
96,Humanities,3,1950,10300
100,Professional,1,1928,11900
26,Professional,3,1924,11700
84,Professional,3,1956,11700
43,Vocational,3,1976,13300
62,Stem,0,1995,10000
13,Professional,1,1945,11900
35,Business,3,2007,10004
59,Stem,2,1979,9800
97,Humanities,2,1988,10200
44,Vocational,2,1957,13200
13,Other,1,1994,669
45,Professional,3,1970,11700
7,Vocational,3,1977,13300
53,Vocational,3,2017,13300
57,Other,4,1925,3749
61,Humanities,4,2013,20400
87,Vocational,2,2007,13200
100,Humanities,0,1959,10000
53,Other,0,1956,3309
37,Stem,3,1998,20300
22,Stem,3,1997,20300
52,Other,4,2008,3204
56,Stem,1,1925,9900
42,Vocational,0,2015,13000
46,Other,0,1914,2616
9,Stem,0,1989,10000
36,Stem,4,1923,20400
83,Stem,3,1904,20300
29,Business,1,2015,10008
19,Other,4,1923,861
27,Other,0,1961,1229
34,Other,2,1986,1656
6,Business,4,2012,10403
12,Professional,2,1977,11800
62,Stem,0,1903,10000
84,Professional,3,2002,11700
45,Stem,0,1915,10000
27,Humanities,2,1973,10200
38,Stem,3,1919,20300
2,Professional,2,1926,11800
66,Vocational,1,2011,13100
62,Business,4,1907,10003
64,Professional,3,1920,11700
97,Stem,2,1970,9800
95,Other,2,1965,9525
26,Vocational,1,1961,13100
20,Business,4,2015,10003
78,Vocational,4,1912,13400
50,Humanities,1,1948,10100
86,Professional,0,1938,12000
56,Stem,0,1917,10000
88,Humanities,0,1925,10000
97,Professional,4,1963,11600
86,Business,0,1915,10008
24,Humanities,4,1930,10400
39,Humanities,4,1969,10400
85,Vocational,1,1901,13100
72,Humanities,2,1971,10200
50,Business,4,1985,10008
6,Business,2,1952,10209
35,Vocational,3,1904,13300
91,Other,0,1976,8781
77,Business,1,1932,10102
23,Business,0,1987,10005
4,Stem,1,1950,9900
61,Vocational,2,1991,13200
58,Vocational,3,1940,13300
16,Other,2,1900,756
52,Other,1,2008,3204
96,Humanities,4,1977,10400
42,Humanities,2,1942,10200
7,Professional,4,1930,11600
57,Other,4,1985,3749
13,Business,2,1968,10204
82,Other,4,1953,7224
61,Vocational,2,1976,13200
35,Humanities,1,1956,10100
69,Professional,1,1912,11900
76,Other,1,1973,6276
90,Other,1,1990,8600
87,Business,2,1978,10203
63,Other,4,1956,4469
50,Business,4,2012,10406
12,Vocational,3,1972,13300
27,Humanities,1,1979,10100
41,Stem,0,1967,10000
38,Humanities,4,1954,10400
14,Business,1,1967,10009
89,Vocational,4,1946,13400
74,Humanities,0,1919,10000
59,Vocational,2,2006,13200
76,Vocational,2,1960,13200
39,Business,4,1955,10008
28,Vocational,4,2005,13400
79,Professional,1,1932,11900
27,Other,2,1972,1229
86,Vocational,4,1994,13400
74,Other,1,1979,5976
99,Other,4,1929,10301
75,Business,4,1986,10402
99,Stem,3,1900,20300
97,Other,3,1944,9909
61,Professional,4,1988,11600
72,Other,3,1913,5684
93,Other,4,1967,9149
55,Business,2,1977,10007
82,Vocational,4,2015,13400
76,Humanities,3,1967,10300
88,Humanities,2,1919,10200
48,Other,0,1961,2804
0,Professional,1,1945,11900
24,Other,4,1936,1076
18,Other,2,1944,824
44,Other,3,1982,2436
17,Business,2,1990,10209
15,Professional,0,1981,12000
83,Other,3,1968,7389
32,Business,0,1901,10009
33,Business,1,1967,10004
84,Stem,3,1991,20300
97,Vocational,4,1919,13400
5,Stem,4,1952,20400
62,Stem,0,1949,10000
47,Other,2,1980,2709
37,Stem,2,1984,9800
86,Stem,1,1911,9900
65,Vocational,3,1941,13300
11,Stem,4,2006,20400
8,Humanities,2,1914,10200
29,Other,1,2014,1341
19,Professional,3,1918,11700
19,Vocational,4,1957,13400
38,Vocational,1,1994,13100
55,Professional,0,2019,12000
18,Professional,1,1966,11900
75,Business,0,1976,10004
69,Vocational,1,1971,13100
13,Humanities,2,2014,20200
15,Vocational,4,1945,13400
66,Other,4,2002,4856
45,Vocational,4,1920,13400
16,Vocational,2,1925,13200
43,Humanities,2,1919,10200
9,Vocational,1,1923,13100
11,Vocational,3,1908,13300
45,Humanities,4,1939,10400
93,Vocational,1,1955,13100
95,Business,2,1995,10006
15,Humanities,3,1940,10300
12,Vocational,3,1915,13300
28,Professional,0,1979,12000
58,Stem,0,1958,10000
100,Professional,3,2007,11700
53,Business,4,1950,10405
93,Other,3,1968,9149
85,Humanities,0,1917,10000
46,Stem,2,1969,9800
93,Vocational,4,1937,13400
40,Other,4,1964,2100
36,Humanities,1,2008,20100
10,Stem,0,1986,10000
83,Professional,0,1975,12000
36,Professional,2,1915,11800
95,Business,2,1952,10202
87,Vocational,2,1975,13200
56,Vocational,2,1950,13200
25,Business,0,1978,10006
67,Other,4,1907,4989
82,Professional,1,1927,11900
3,Business,1,2004,10106
72,Other,3,1958,5684
36,Other,1,2010,1796
23,Vocational,2,1944,13200
73,Other,3,1904,5829
29,Vocational,4,2020,13400
86,Professional,3,2008,11700
69,Other,4,1921,5261
34,Professional,2,1956,11800
81,Stem,4,1912,20400
47,Humanities,4,1906,10400
42,Vocational,4,1952,13400
66,Humanities,0,1934,10000
69,Vocational,4,1939,13400
56,Stem,4,1948,20400
24,Vocational,3,1902,13300
77,Vocational,3,2020,13300
36,Stem,1,1936,9900
20,Humanities,2,2000,20200
57,Other,4,2017,3749
72,Business,0,1981,10003
33,Humanities,0,1940,10000
45,Other,4,1921,2525
48,Business,0,1951,10006
17,Other,1,1951,789
21,Other,4,1955,941
96,Business,3,1932,10304
31,Vocational,0,1989,13000
53,Vocational,2,2009,13200
52,Professional,1,1970,11900
90,Humanities,0,1943,10000
21,Professional,1,1936,11900
14,Other,0,2013,696
39,Humanities,4,1974,10400
36,Humanities,2,1956,10200
53,Stem,2,1909,9800
46,Stem,4,1955,20400
95,Other,1,1999,9525
11,Vocational,3,2012,13300
22,Vocational,2,1935,13200
43,Professional,1,1921,11900
12,Other,0,1999,644
57,Business,0,1925,10003
30,Humanities,2,1936,10200
8,Other,4,1908,564
61,Vocational,4,1964,13400
20,Humanities,2,1945,10200
39,Other,3,1977,2021
11,Stem,3,1933,20300
12,Professional,3,2009,11700
99,Professional,0,1987,12000
36,Vocational,4,1978,13400
95,Humanities,1,1970,10100
17,Professional,1,2017,11900
20,Humanities,0,1912,10000
57,Business,3,1943,10006
17,Professional,4,1917,11600
78,Other,4,1944,6584
2,Business,0,1910,10002
72,Stem,3,1930,20300
92,Business,0,1928,10008
26,Business,1,1905,10004
26,Vocational,4,1981,13400
60,Stem,1,1907,9900
56,Other,2,1932,3636
42,Professional,3,1929,11700
100,Other,4,1987,10500
55,Humanities,1,1977,10100
0,Stem,3,1951,20300
80,Professional,3,1968,11700
27,Business,2,1938,10209
54,Humanities,4,1963,10400
100,Humanities,4,1923,10400
12,Vocational,4,1944,13400
91,Professional,2,1908,11800
36,Humanities,4,1990,10400
42,Stem,3,1944,20300
90,Other,1,1988,8600
99,Professional,4,2019,11600
79,Stem,4,2016,20400
0,Business,4,2004,10407
79,Stem,1,2014,9900
93,Vocational,3,1913,13300
98,Vocational,4,1906,13400
77,Professional,3,1915,11700
94,Stem,4,2015,20400
25,Other,2,1997,1125
9,Humanities,4,2006,20400
13,Stem,0,1907,10000
5,Humanities,3,1926,10300
17,Humanities,2,2008,20200
43,Other,4,1919,2349
3,Professional,1,1969,11900
18,Professional,2,1925,11800
67,Other,1,1901,4989
33,Stem,4,1933,20400
9,Professional,0,1922,12000
12,Professional,0,1934,12000
50,Professional,1,1974,11900
32,Professional,4,1919,11600
36,Stem,3,1907,20300
25,Stem,2,1922,9800
56,Humanities,0,2020,20000
57,Stem,0,1967,10000
54,Humanities,1,1939,10100
60,Vocational,1,1920,13100
5,Stem,4,1984,20400
93,Professional,2,1991,11800
90,Humanities,0,1996,10000
20,Vocational,2,1986,13200
9,Business,3,1919,10005
33,Professional,4,1914,11600
59,Vocational,3,2019,13300
30,Stem,3,2006,20300
61,Business,4,1954,10406
36,Humanities,1,1999,10100
83,Business,4,1911,10005
29,Vocational,4,1932,13400
3,Stem,1,1914,9900
3,Humanities,2,1944,10200
2,Humanities,2,1928,10200
20,Other,0,1927,900
21,Professional,3,1950,11700
8,Vocational,0,1973,13000
11,Humanities,3,1921,10300
36,Professional,4,1948,11600
36,Humanities,4,1926,10400
65,Business,3,1905,10008
3,Vocational,4,1935,12600
70,Professional,2,2009,11800
81,Humanities,3,1962,10300
47,Vocational,1,1987,13100
49,Stem,4,1961,20400
89,Stem,0,1985,10000
4,Other,0,2000,516
0,Professional,2,1919,11800
4,Humanities,1,1963,10100
14,Business,0,1933,10008
84,Business,4,2011,10006
17,Business,4,2014,10409
14,Other,4,2009,696
49,Humanities,4,1908,10400
13,Stem,2,1929,9800
77,Humanities,4,1910,10400
68,Other,0,1968,5124
84,Professional,2,1952,11800
97,Business,1,2017,10002
22,Humanities,2,1973,10200
5,Humanities,3,1957,10300
45,Business,2,1969,10009
91,Business,3,1921,10006
17,Professional,2,1908,11800
13,Humanities,0,1921,10000
0,Business,4,1906,10405
74,Professional,3,1933,11700
65,Humanities,2,2010,20200
63,Humanities,0,1918,10000
15,Professional,2,1995,11800
80,Professional,3,1924,11700
14,Professional,4,2005,11600
40,Vocational,3,1967,13300
32,Stem,3,1938,20300
20,Other,3,2000,900
76,Stem,1,1921,9900
24,Professional,3,1927,11700
62,Other,1,2011,4344
8,Stem,0,1975,10000
91,Vocational,1,1973,13100
88,Vocational,0,1932,13000
32,Vocational,3,2003,13300
70,Vocational,0,1995,13000
60,Stem,0,2016,10000
78,Professional,4,2004,11600
68,Humanities,0,1973,10000
24,Business,3,1974,10303
15,Professional,0,1942,12000
0,Humanities,2,1953,10200
100,Other,1,2000,10500
60,Other,3,1971,4100
78,Professional,3,1935,11700
73,Vocational,1,1916,13100
12,Vocational,2,1922,13200
67,Professional,0,1980,12000
26,Business,2,1966,10206
66,Humanities,4,1911,10400
17,Stem,2,1990,9800
87,Professional,0,1912,12000
29,Humanities,1,1961,10100
69,Humanities,2,1993,10200
29,Humanities,3,1993,10300
19,Professional,2,1961,11800
53,Professional,0,1957,12000
81,Humanities,0,1946,10000
15,Stem,1,1931,9900
46,Stem,4,1983,20400
88,Stem,0,1993,10000
75,Other,1,1936,6125
55,Other,2,1975,3525
59,Other,2,1983,3981
35,Business,2,1906,10208
47,Other,3,1948,2709
0,Professional,4,1940,11600
57,Humanities,4,1972,10400
40,Stem,0,1918,10000
15,Professional,2,2017,11800
81,Other,1,1972,7061
10,Stem,1,1975,9900
87,Business,1,1908,10108
94,Professional,0,2001,12000
30,Business,4,1929,10005
0,Other,4,1966,500
31,Humanities,0,1994,10000
94,Professional,2,1901,11800
62,Humanities,3,1900,10300
44,Humanities,3,1956,10300
36,Vocational,4,1993,13400
97,Professional,0,1942,12000
21,Other,0,1917,941
33,Business,2,1997,10002
2,Professional,4,1949,11600
95,Humanities,0,1920,10000
65,Professional,1,1918,11900
20,Other,3,1949,900
17,Humanities,4,2019,20400
13,Other,1,1941,669
98,Business,0,1906,10002
76,Professional,3,2001,11700
56,Business,2,2000,10202
38,Stem,0,1952,10000
65,Humanities,4,1999,10400
39,Humanities,1,2012,20100
76,Business,4,1984,10404
1,Humanities,4,1980,10400
10,Stem,2,1946,9800
35,Business,3,1989,10005
86,Business,3,1932,10308
81,Humanities,0,1938,10000
36,Business,3,1958,10308
21,Business,2,1940,10203
54,Stem,2,1977,9800
32,Professional,1,1946,11900
58,Professional,2,1902,11800
72,Stem,1,1907,9900
20,Stem,1,1970,9900
36,Business,3,1947,10004
97,Other,1,1931,9909
89,Business,3,2010,10305
3,Vocational,2,1936,12800
42,Professional,2,1986,11800
26,Stem,3,2002,20300
39,Humanities,3,1939,10300
34,Humanities,0,1938,10000
38,Business,1,1950,10103
63,Vocational,1,2017,13100
76,Business,0,1907,10002
94,Other,2,1959,9336
86,Humanities,1,1948,10100
66,Vocational,0,1962,13000
40,Business,1,1914,10108
43,Professional,2,1908,11800
16,Other,1,1912,756
52,Professional,3,1971,11700
94,Professional,1,1949,11900
86,Professional,1,1918,11900
86,Vocational,0,1977,13000
55,Vocational,1,1999,13100
100,Other,1,2017,10500
95,Business,1,1991,10004
59,Other,4,1971,3981
16,Business,4,1904,10406
47,Business,4,1995,10009
58,Business,1,1918,10106
24,Stem,2,1931,9800
30,Humanities,3,2020,20300
91,Business,1,1952,10108
70,Professional,3,1954,11700
65,Other,1,1938,4725
73,Humanities,2,1920,10200
100,Humanities,3,1952,10300
46,Other,0,1957,2616
21,Stem,4,1945,20400
62,Humanities,4,1981,10400
96,Humanities,3,1971,10300
12,Vocational,3,1920,13300
77,Business,1,2020,10108
34,Vocational,2,2002,13200
43,Professional,3,1909,11700
65,Business,0,1946,10009
69,Other,3,1914,5261
77,Humanities,0,1909,10000
29,Professional,3,1937,11700
81,Professional,4,1960,11600
82,Stem,1,2014,9900
84,Stem,3,2013,20300
22,Stem,3,1997,20300
38,Humanities,0,2013,20000
76,Humanities,1,1905,10100
70,Professional,4,1995,11600
75,Other,2,2010,6125
78,Professional,0,1959,12000
74,Other,3,1944,5976
82,Stem,2,2001,9800
59,Stem,1,1973,9900
8,Professional,3,1981,11700
34,Stem,0,1965,10000
56,Business,3,1918,10306
10,Stem,1,1937,9900
32,Humanities,2,1902,10200
6,Humanities,1,2019,20100
47,Humanities,3,2014,20300
37,Vocational,4,1999,13400
77,Business,3,1917,10006
50,Business,3,1987,10008
41,Professional,2,1937,11800
2,Professional,1,1973,11900
15,Professional,1,1971,11900
72,Professional,3,1954,11700
19,Professional,1,1980,11900
35,Humanities,3,2007,20300
93,Professional,2,1970,11800
30,Business,2,1999,10009
0,Stem,0,1989,10000
32,Other,2,2016,1524
2,Other,3,2014,504
12,Humanities,0,2004,20000
61,Stem,0,2002,10000
74,Business,0,1966,10003
2,Vocational,4,1989,12600
1,Business,1,1902,10109
66,Business,1,1976,10104
91,Professional,1,1978,11900
42,Humanities,4,2010,20400
73,Stem,4,1935,20400
99,Professional,1,1972,11900
86,Stem,4,1944,20400
51,Professional,1,1999,11900
36,Stem,1,1952,9900
59,Other,1,2000,3981
29,Business,3,1968,10303
15,Other,4,2001,725
36,Vocational,0,2008,13000
51,Business,3,1970,10304
27,Stem,4,1958,20400
48,Other,1,1966,2804
3,Stem,0,1956,10000
54,Humanities,2,1901,10200
14,Humanities,0,1915,10000
61,Business,2,2003,10006
5,Humanities,4,1963,10400
99,Vocational,0,1964,13000
38,Other,0,1903,1944
14,Stem,2,1968,9800
67,Vocational,1,1962,13100
76,Stem,4,1942,20400
73,Professional,0,1998,12000
97,Other,2,2010,9909
74,Stem,1,1994,9900
18,Professional,2,1928,11800
16,Vocational,1,2000,13100
3,Humanities,0,1948,10000
74,Business,2,1906,10205
48,Stem,3,1946,20300
57,Business,2,2009,10008
29,Humanities,4,1978,10400
90,Business,2,1914,10205
19,Vocational,1,1991,13100
46,Stem,0,1943,10000
51,Business,3,1955,10006
46,Vocational,3,1942,13300
94,Other,4,1918,9336
67,Stem,2,1996,9800
66,Humanities,3,1952,10300
88,Vocational,1,1978,13100
30,Other,2,2013,1400
29,Professional,1,1942,11900
47,Business,4,1924,10404
3,Humanities,2,1915,10200
25,Professional,3,2014,11700
78,Other,0,1950,6584
87,Humanities,1,2001,20100
9,Other,0,1962,581
24,Stem,2,1961,9800
50,Humanities,2,1929,10200
15,Humanities,3,1959,10300
96,Vocational,2,1947,13200
35,Business,1,2009,10006
21,Humanities,0,1973,10000
98,Humanities,3,1985,10300
22,Other,1,1972,984
35,Business,0,1965,10005
45,Business,1,1942,10107
83,Humanities,0,2006,20000
27,Vocational,1,2019,13100
87,Vocational,0,1948,13000
84,Business,3,1974,10305
15,Other,4,1912,725
97,Business,3,1946,10309
27,Vocational,0,1974,13000
16,Stem,3,1946,20300
62,Stem,3,1991,20300
15,Humanities,1,1968,10100
53,Professional,3,1976,11700
88,Humanities,2,2016,20200
42,Professional,4,2009,11600
52,Other,1,1988,3204
76,Humanities,3,1932,10300
80,Vocational,3,1989,13300
40,Other,4,1907,2100
6,Humanities,2,1956,10200
18,Vocational,4,1935,13400
36,Professional,4,1934,11600
49,Humanities,3,1962,10300
58,Vocational,2,1906,13200
49,Business,1,1915,10004
0,Business,3,1986,10302
97,Business,4,1927,10002
64,Humanities,3,1992,10300
28,Business,1,1926,10104
85,Vocational,4,1978,13400
23,Humanities,4,1902,10400
31,Humanities,1,2020,20100
50,Business,1,2000,10106
30,Other,0,1901,1400
51,Professional,3,1988,11700
53,Vocational,3,1940,13300
13,Other,4,1941,669
48,Stem,4,2014,20400
23,Business,1,1975,10009
51,Stem,3,2018,20300
98,Professional,0,1974,12000
74,Stem,4,1981,20400
67,Humanities,0,1985,10000
8,Business,1,1948,10103
49,Vocational,1,1973,13100
13,Humanities,1,1947,10100
35,Business,1,1934,10102
49,Stem,1,1953,9900
1,Professional,1,1990,11900
21,Vocational,1,1953,13100
66,Business,2,1994,10203
58,Professional,1,1965,11900
96,Business,1,1955,10009
71,Vocational,0,1901,13000
98,Vocational,2,1922,13200
72,Professional,1,1965,11900
38,Business,1,1901,10002
71,Stem,4,2016,20400
83,Business,0,1902,10005
100,Business,4,1902,10404
96,Other,2,2012,9716
72,Business,1,1903,10007
43,Business,3,2001,10003
2,Stem,2,1955,9800
66,Other,2,1902,4856
9,Professional,4,1923,11600
85,Other,0,1929,7725
9,Vocational,1,2009,13100
35,Humanities,1,1998,10100
68,Stem,1,1977,9900
76,Professional,3,1961,11700
63,Business,3,1948,10304
2,Business,1,2012,10104
48,Stem,1,1950,9900
79,Other,4,1991,6741
25,Humanities,2,1913,10200
68,Other,0,1943,5124
53,Professional,1,1923,11900
42,Humanities,4,1933,10400
32,Professional,0,1939,12000
10,Stem,2,1998,9800
26,Humanities,3,1900,10300
74,Professional,0,1943,12000
99,Stem,0,1913,10000
58,Stem,3,1913,20300
36,Business,1,1958,10105
24,Business,3,1916,10308
0,Vocational,3,1915,12700
41,Vocational,0,2008,13000
35,Vocational,0,1918,13000
25,Other,4,1994,1125
38,Other,3,1923,1944
60,Stem,0,2015,10000
77,Business,0,1906,10008
60,Stem,3,1929,20300
60,Humanities,1,1919,10100
0,Professional,4,1960,11600
88,Vocational,1,1984,13100
54,Business,3,1925,10009
87,Other,0,2018,8069
87,Stem,2,1923,9800
22,Other,4,1968,984
37,Humanities,3,2010,20300
94,Professional,1,1922,11900
68,Business,1,2006,10103
64,Humanities,0,1942,10000
17,Business,4,1988,10407
83,Other,0,1902,7389
81,Professional,4,1911,11600
46,Other,2,1990,2616
91,Other,0,2010,8781
39,Humanities,4,2015,20400
41,Other,3,1963,2181
73,Vocational,2,1962,13200
76,Vocational,3,1976,13300
68,Business,0,1938,10007
11,Business,1,1963,10008
69,Stem,2,1979,9800
45,Business,0,1908,10003
79,Vocational,0,2010,13000
32,Business,3,1979,10008
33,Humanities,1,1966,10100
100,Stem,4,1936,20400
73,Stem,2,1906,9800
57,Vocational,4,2011,13400
98,Vocational,2,1972,13200
40,Business,2,1964,10208
25,Other,4,1993,1125
35,Humanities,2,1960,10200
16,Stem,2,1959,9800
24,Professional,3,1956,11700
15,Professional,2,1921,11800
67,Humanities,3,1994,10300
83,Humanities,2,1926,10200
7,Other,1,2020,549
11,Humanities,0,1952,10000
94,Vocational,3,1941,13300
92,Business,4,1986,10403
7,Stem,1,1973,9900
1,Humanities,0,1965,10000
4,Humanities,1,2013,20100
69,Business,1,1955,10005
28,Vocational,1,1993,13100
1,Business,4,1912,10407
23,Professional,0,1947,12000
96,Professional,3,1949,11700
77,Vocational,0,1987,13000
22,Vocational,0,2013,13000
60,Other,3,1906,4100
50,Business,2,1953,10007
4,Other,1,1999,516
29,Humanities,4,2016,20400
60,Stem,2,2000,9800
70,Stem,0,1938,10000
66,Humanities,3,2020,20300
91,Professional,3,1905,11700
39,Humanities,0,1902,10000
17,Stem,1,1943,9900
49,Stem,2,2002,9800
50,Vocational,1,1910,13100
87,Stem,2,1993,9800
3,Vocational,4,1996,12600
73,Other,0,1918,5829
98,Vocational,1,1961,13100
74,Humanities,4,1983,10400
87,Stem,3,1956,20300
27,Humanities,0,1925,10000
58,Stem,3,1991,20300
86,Humanities,0,1920,10000
34,Humanities,2,1992,10200
52,Vocational,2,1908,13200
92,Business,3,1919,10004
24,Other,4,1977,1076
48,Humanities,4,1930,10400
7,Other,3,1934,549
5,Professional,3,1961,11700
89,Other,1,1993,8421
64,Business,0,1935,10002
79,Other,1,1917,6741
65,Stem,2,2016,9800
82,Vocational,1,1989,13100
95,Business,1,1963,10003
8,Stem,1,2014,9900
34,Other,0,1947,1656
2,Professional,3,1907,11700
59,Professional,3,1956,11700
100,Professional,1,2012,11900
22,Professional,3,2015,11700
95,Vocational,3,1955,13300
17,Professional,2,2015,11800
57,Business,1,1980,10102
42,Humanities,2,2010,20200
42,Vocational,0,2009,13000
16,Humanities,0,2009,20000
28,Business,2,1910,10202
95,Business,3,1968,10309
47,Humanities,0,1931,10000
37,Humanities,1,1916,10100
59,Other,0,1945,3981
73,Professional,2,2015,11800
55,Vocational,1,1951,13100
6,Professional,2,1933,11800
72,Humanities,0,2020,20000
98,Professional,4,2015,11600
89,Vocational,4,1984,13400
5,Other,1,1987,525
81,Vocational,4,1955,13400
55,Stem,3,2005,20300
3,Vocational,4,1985,12600
96,Humanities,2,2003,20200
91,Humanities,1,1900,10100
43,Other,2,1946,2349
4,Business,0,1982,10004
93,Other,2,1980,9149
3,Business,4,1997,10007
55,Professional,4,2007,11600
43,Other,1,1975,2349
7,Stem,1,1916,9900
59,Business,4,1946,10409
24,Professional,1,1996,11900
58,Other,3,1953,3864
93,Professional,2,1971,11800
19,Stem,3,1929,20300
63,Humanities,0,1913,10000
75,Other,4,1930,6125
14,Professional,0,2013,12000
53,Vocational,3,1976,13300
21,Business,1,1922,10108
89,Business,0,1973,10008
45,Stem,0,1910,10000
90,Vocational,1,1909,13100
25,Vocational,3,1936,13300
60,Vocational,1,1922,13100
66,Business,4,1908,10407
63,Vocational,1,1908,13100
29,Business,2,2002,10208
59,Other,4,1951,3981
69,Stem,1,1972,9900
39,Business,3,1906,10307
29,Humanities,0,1928,10000
62,Professional,1,1900,11900
45,Stem,3,2009,20300
51,Humanities,3,1903,10300
95,Other,1,1933,9525
92,Professional,4,1951,11600
23,Business,3,1946,10307
100,Other,3,1922,10500
41,Professional,2,1985,11800
49,Professional,4,1923,11600
94,Other,4,1991,9336
22,Vocational,4,1959,13400
